title,ingredients,state,diet,meal_time,dish_type,calories,protein,fat,carbs,sodium,nutrition_basis,slot_portion_g,calories_slot,protein_slot,fat_slot,carbs_slot,sodium_slot,calculation_notes
Tomato Rasam,"Tomato, ripe, local, Tamarind, pulp, Garlic, big cloves, Cumin seeds, Pepper, black, Coriander seeds, Curry leaves, Table salt (sodium from NaCl), Water",South India,vegetarian,lunch/dinner,side,12.7,0.4,0.2,2.2000000000000002,0.19800000000000001,per 100 g finished dish,400,50.8,1.6,0.8,8.8000000000000007,0.79200000000000004,Tomato rasam; per 100 g finished dish.
Vegetable Biryani,"Rice, raw, milled, Onion, big, Tomato, ripe, local, Potato, brown skin, big, Carrot, orange, French beans, country, Peas, fresh, Milk, whole, Cow, Ghee, Gingelly oil, Ginger, fresh, Garlic, big cloves, Chillies, green - all varieties, Coriander leaves, Table salt (sodium from NaCl), Water",South India,vegetarian,lunch/dinner,main,115.3,2.7,2.7,19.5,0.32,per 100 g finished dish,400,461.2,10.8,10.8,78,1.28,Vegetable biryani; per 100 g finished dish.
Vegetable Kurma,"Potato, brown skin, big, Carrot, orange, French beans, country, Peas, fresh, Onion, big, Tomato, ripe, local, Coconut, kernel, fresh, Chillies, green - all varieties, Ginger, fresh, Garlic, big cloves, Cumin seeds, Turmeric powder, Gingelly oil, Table salt (sodium from NaCl), Water",South India,vegetarian,lunch/dinner,side,50.3,1.2,3.2,4,0.185,per 100 g finished dish,400,201.2,4.8,12.8,16,0.74,Mixed vegetable kurma; per 100 g finished dish.
White Rice,"Rice, raw, milled, Water",South India,vegetarian,lunch/dinner,side,106.9,2.4,0.2,23.5,1E-3,per 100 g finished dish,400,427.6,9.6,0.8,94,4.0000000000000001E-3,Plain cooked white rice; per 100 g finished dish.
White Rice + Avial,"Rice, raw, milled, Water, Chillies, green - all varieties, Milk, whole, Cow, Curry leaves, Turmeric powder, Cumin seeds, Coconut oil, Coconut, kernel, fresh, Drumstick, French beans, country, Carrot, orange, Ash gourd, Plantain, green, Table salt (sodium from NaCl)",South India,vegetarian,lunch/dinner,main,96,2,3,14.9,0.13700000000000001,per 100 g finished dish,400,384,8,12,59.6,0.54800000000000004,Rice and avial combo; per 100 g finished dish.
White Rice + Beans Poriyal,"Rice, raw, milled, Water, French beans, country, Gingelly oil, Mustard seeds, Chillies, green - all varieties, Coconut, kernel, fresh, Onion, big, Table salt (sodium from NaCl)",South India,vegetarian,lunch/dinner,main,97.7,2.4,2.5,16.100000000000001,0.10199999999999999,per 100 g finished dish,400,390.8,9.6,10,64.400000000000006,0.40799999999999997,Rice and beans poriyal combo; per 100 g finished dish.
White Rice + Brinjal Kara Kuzhambu,"Rice, raw, milled, Water, Chillies, red, Coriander seeds, Turmeric powder, Curry leaves, Table salt (sodium from NaCl), Garlic, big cloves, Tamarind, pulp, Tomato, ripe, local, Gingelly oil, Brinjal 1, Mustard seeds, Onion, small",South India,vegetarian,lunch/dinner,main,80.900000000000006,1.9,1.2,15.2,0.12,per 100 g finished dish,400,323.60000000000002,7.6,4.8,60.8,0.48,Rice and brinjal kara kuzhambu combo; per 100 g finished dish.
White Rice + Cabbage Kootu,"Rice, raw, milled, Water, Cabbage, green, Red gram, dal, Coconut, kernel, fresh, Cumin seeds, Chillies, green - all varieties, Turmeric powder, Table salt (sodium from NaCl)",South India,vegetarian,lunch/dinner,main,80.5,2.2999999999999998,1,15.3,0.112,per 100 g finished dish,400,322,9.1999999999999993,4,61.2,0.44800000000000001,Rice and cabbage kootu combo; per 100 g finished dish.
White Rice + Cabbage Poriyal,"Rice, raw, milled, Water, Table salt (sodium from NaCl), Gingelly oil, Chillies, green - all varieties, Coconut, kernel, fresh, Onion, big, Cabbage, green, Mustard seeds",South India,vegetarian,lunch/dinner,main,93.2,2.1,2.1,16.2,9.4E-2,per 100 g finished dish,400,372.8,8.4,8.4,64.8,0.376,Rice and cabbage poriyal combo; per 100 g finished dish.
White Rice + Keerai Masiyal,"Rice, raw, milled, Water, Table salt (sodium from NaCl), Chillies, green - all varieties, Red gram, dal, Garlic, big cloves, Tomato, ripe, local, Onion, big, Amaranth leaves, green, Cumin seeds, Gingelly oil",South India,vegetarian,lunch/dinner,main,82,2.7,0.8,15.5,0.13,per 100 g finished dish,400,328,10.8,3.2,62,0.52,Rice and keerai masiyal combo; per 100 g finished dish.
White Rice + Kootu,"Rice, raw, milled, Water, Gingelly oil, Table salt (sodium from NaCl), Ash gourd, Carrot, orange, Green gram, dal, Cumin seeds, Chillies, green - all varieties, Turmeric powder, Coconut, kernel, fresh",South India,vegetarian,lunch/dinner,main,93.9,2.6,2,16,0.14199999999999999,per 100 g finished dish,400,375.6,10.4,8,64,0.56799999999999995,Rice and kootu combo; per 100 g finished dish.
White Rice + Lemon Rasam,"Rice, raw, milled, Water, Tamarind, pulp, Tomato, ripe, local, Cumin seeds, Pepper, black, Coriander seeds, Curry leaves, Lemon, juice, Garlic, big cloves, Table salt (sodium from NaCl)",South India,vegetarian,lunch/dinner,main,62.8,1.4,0.2,13.5,9.0999999999999998E-2,per 100 g finished dish,400,251.2,5.6,0.8,54,0.36399999999999999,Rice and lemon rasam combo; per 100 g finished dish.
White Rice + Pepper Rasam,"Rice, raw, milled, Water, Tamarind, pulp, Garlic, big cloves, Cumin seeds, Pepper, black, Coriander seeds, Curry leaves, Table salt (sodium from NaCl), Tomato, ripe, local",South India,vegetarian,lunch/dinner,main,64.5,1.5,0.2,13.9,9.5000000000000001E-2,per 100 g finished dish,400,258,6,0.8,55.6,0.38,Rice and pepper rasam combo; per 100 g finished dish.
White Rice + Potato Poriyal,"Rice, raw, milled, Water, Potato, brown skin, big, Onion, big, Mustard seeds, Turmeric powder, Curry leaves, Groundnut oil, Table salt (sodium from NaCl)",South India,vegetarian,lunch/dinner,main,101,2.1,1.3,19.7,0.19600000000000001,per 100 g finished dish,400,404,8.4,5.2,78.8,0.78400000000000003,Rice and potato poriyal combo; per 100 g finished dish.
White Rice + Rasam,"Rice, raw, milled, Water, Mustard seeds, Curry leaves, Coriander leaves, Cumin seeds, Pepper, black, Garlic, big cloves, Tamarind, pulp, Tomato, ripe, local, Gingelly oil, Table salt (sodium from NaCl)",South India,vegetarian,lunch/dinner,main,65.8,1.5,0.4,13.8,0.09,per 100 g finished dish,400,263.2,6,1.6,55.2,0.36,Rice and rasam combo; per 100 g finished dish.
White Rice + Rasam + Potato Poriyal,"Rice, raw, milled, Water, Mustard seeds, Curry leaves, Coriander leaves, Cumin seeds, Pepper, black, Garlic, big cloves, Tamarind, pulp, Tomato, ripe, local, Gingelly oil, Table salt (sodium from NaCl), Potato, brown skin, big, Onion, big, Turmeric powder, Groundnut oil",South India,vegetarian,lunch/dinner,main,73.599999999999994,1.6,1,14.2,0.182,per 100 g finished dish,400,294.39999999999998,6.4,4,56.8,0.72799999999999998,"Rice, rasam and potato poriyal combo; per 100 g finished dish."
White Rice + Raw Banana Roast,"Rice, raw, milled, Water, Plantain, green, Onion, big, Chillies, red, Turmeric powder, Mustard seeds, Groundnut oil, Table salt (sodium from NaCl)",South India,vegetarian,lunch/dinner,main,107.7,2,1.6,20.8,0.217,per 100 g finished dish,400,430.8,8,6.4,83.2,0.86799999999999999,Rice and raw banana roast combo; per 100 g finished dish.
White Rice + Sambar,"Rice, raw, milled, Water, Chillies, red, Coriander seeds, Turmeric powder, Gingelly oil, Tamarind, pulp, Asafoetida, Onion, big, Drumstick, Red gram, dal, Table salt (sodium from NaCl), Mustard seeds, Tomato, ripe, local, Curry leaves",South India,vegetarian,lunch/dinner,main,84.9,2.6,0.6,16.7,0.121,per 100 g finished dish,400,339.6,10.4,2.4,66.8,0.48399999999999999,Rice and sambar combo; per 100 g finished dish.
White Rice + Sambar + Beans Poriyal,"Rice, raw, milled, Water, Chillies, red, Coriander seeds, Turmeric powder, Gingelly oil, Tamarind, pulp, Asafoetida, Onion, big, Drumstick, Red gram, dal, Table salt (sodium from NaCl), Mustard seeds, Tomato, ripe, local, Curry leaves, French beans, country, Chillies, green - all varieties, Coconut, kernel, fresh",South India,vegetarian,lunch/dinner,main,85.5,2.5,1.9,14.1,0.14899999999999999,per 100 g finished dish,400,342,10,7.6,56.4,0.59599999999999997,"Rice, sambar and beans poriyal combo; per 100 g finished dish."
White Rice + Spinach Kootu,"Rice, raw, milled, Water, Spinach, Red gram, dal, Coconut, kernel, fresh, Cumin seeds, Chillies, green - all varieties, Turmeric powder, Table salt (sodium from NaCl)",South India,vegetarian,lunch/dinner,main,80.8,2.4,1,15.2,0.115,per 100 g finished dish,400,323.2,9.6,4,60.8,0.46,Rice and spinach kootu combo; per 100 g finished dish.
White Rice + Spinach Poriyal,"Rice, raw, milled, Water, Spinach, Onion, big, Coconut, kernel, fresh, Mustard seeds, Chillies, red, Groundnut oil, Table salt (sodium from NaCl)",South India,vegetarian,lunch/dinner,main,99.9,2.4,2.7,16.2,0.17899999999999999,per 100 g finished dish,400,399.6,9.6,10.8,64.8,0.71599999999999997,Rice and spinach poriyal combo; per 100 g finished dish.
White Rice + Tomato Rasam,"Rice, raw, milled, Water, Tomato, ripe, local, Tamarind, pulp, Garlic, big cloves, Cumin seeds, Pepper, black, Coriander seeds, Curry leaves, Table salt (sodium from NaCl)",South India,vegetarian,lunch/dinner,main,64.5,1.5,0.2,13.9,0.09,per 100 g finished dish,400,258,6,0.8,55.6,0.36,Rice and tomato rasam combo; per 100 g finished dish.
White Rice + Vegetable Kurma,"Rice, raw, milled, Water, Garlic, big cloves, Gingelly oil, Carrot, orange, Potato, brown skin, big, Turmeric powder, Table salt (sodium from NaCl), Peas, fresh, Tomato, ripe, local, Coconut, kernel, fresh, Chillies, green - all varieties, Ginger, fresh, Cumin seeds, Onion, big, French beans, country",South India,vegetarian,lunch/dinner,main,81.400000000000006,1.8,1.5,14.7,8.4000000000000005E-2,per 100 g finished dish,400,325.60000000000002,7.2,6,58.8,0.33600000000000002,Rice and vegetable kurma combo; per 100 g finished dish.
Sundal,"Chickpea, bengal gram, curry leaves, coconut, mustard seeds, red chilli, table salt, water",South India,vegetarian,snack,snack,164,8.1999999999999993,4.5,23.5,0.248,per 100 g finished dish,150,246,12.3,6.8,35.200000000000003,0.372,Sundal; standardized Tamil Nadu snack estimate per 100 g finished dish.
Boiled Peanuts,"Groundnut, raw, table salt, water",South India,vegetarian,snack,snack,198,8.6,15.2,8.1,0.185,per 100 g finished dish,150,297,12.9,22.8,12.2,0.27800000000000002,Boiled Peanuts; standardized Tamil Nadu snack estimate per 100 g finished dish.
Murukku,"Rice flour, bengal gram flour, butter, cumin, sesame, table salt, oil",South India,vegetarian,snack,snack,508,7.4,27.8,57.1,0.41199999999999998,per 100 g finished dish,75,381,5.6,20.8,42.8,0.309,Murukku; standardized Tamil Nadu snack estimate per 100 g finished dish.
Thattai,"Rice flour, bengal gram flour, fried gram, butter, curry leaves, chilli, table salt, oil",South India,vegetarian,snack,snack,486,8.5,22.6,61,0.39600000000000002,per 100 g finished dish,75,364.5,6.4,17,45.8,0.29699999999999999,Thattai; standardized Tamil Nadu snack estimate per 100 g finished dish.
Paruppu Vadai,"Bengal gram, onion, fennel, curry leaves, red chilli, table salt, oil",South India,vegetarian,snack,snack,315,12.4,14.6,32.200000000000003,0.35099999999999998,per 100 g finished dish,150,472.5,18.600000000000001,21.9,48.3,0.52600000000000002,Paruppu Vadai; standardized Tamil Nadu snack estimate per 100 g finished dish.
Medu Vada,"Black gram, onion, pepper, curry leaves, table salt, oil",South India,vegetarian,snack,snack,287,7.5,14.1,31.8,0.32700000000000001,per 100 g finished dish,150,430.5,11.2,21.2,47.7,0.49,Medu Vada; standardized Tamil Nadu snack estimate per 100 g finished dish.
Kara Boondi,"Gram flour, rice flour, chilli powder, curry leaves, table salt, oil",South India,vegetarian,snack,snack,513,8.6999999999999993,29.4,53.7,0.46800000000000003,per 100 g finished dish,75,384.8,6.5,22,40.299999999999997,0.35099999999999998,Kara Boondi; standardized Tamil Nadu snack estimate per 100 g finished dish.
Pori Mixture,"Puffed rice, roasted gram, groundnut, curry leaves, chilli, table salt, oil",South India,vegetarian,snack,snack,412,8.1,12.8,66.5,0.372,per 100 g finished dish,75,309,6.1,9.6,49.9,0.27900000000000003,Pori Mixture; standardized Tamil Nadu snack estimate per 100 g finished dish.
Kozhukattai,"Rice flour, coconut, jaggery, cardamom, water, pinch of salt",South India,vegetarian,snack,snack,221,2.9,4.0999999999999996,42.8,8.2000000000000003E-2,per 100 g finished dish,150,331.5,4.4000000000000004,6.2,64.2,0.123,Kozhukattai; standardized Tamil Nadu snack estimate per 100 g finished dish.
Kuzhi Paniyaram Snack,"Rice, black gram, onion, green chilli, curry leaves, table salt, gingelly oil",South India,vegetarian,snack,snack,168,4.5,4.2,28,0.29199999999999998,per 100 g finished dish,150,252,6.8,6.3,42,0.438,Kuzhi Paniyaram Snack; standardized Tamil Nadu snack estimate per 100 g finished dish.
Masala Pori,"Puffed rice, onion, tomato, roasted gram, chilli, coriander, table salt",South India,vegetarian,snack,snack,154,4.2,2.9,28.6,0.30099999999999999,per 100 g finished dish,150,231,6.3,4.4000000000000004,42.9,0.45200000000000001,Masala Pori; standardized Tamil Nadu snack estimate per 100 g finished dish.
Aval Upma,"Flattened rice, onion, green chilli, curry leaves, groundnut, table salt, oil",South India,vegetarian,snack,snack,172,4.0999999999999996,5.7,26.1,0.26600000000000001,per 100 g finished dish,150,258,6.2,8.6,39.200000000000003,0.39900000000000002,Aval Upma; standardized Tamil Nadu snack estimate per 100 g finished dish.
Boiled Egg,"Egg, poultry, whole, cooked, table salt",South India,non_vegetarian,snack,snack,155,12.6,10.6,1.1000000000000001,0.155,per 100 g finished dish,150,232.5,18.899999999999999,15.9,1.6,0.23200000000000001,Boiled Egg; standardized Tamil Nadu snack estimate per 100 g finished dish.
Egg Puff,"Wheat flour, egg, onion, oil, table salt",South India,non_vegetarian,snack,snack,312,8.5,20.100000000000001,24.3,0.39400000000000002,per 100 g finished dish,150,468,12.8,30.2,36.4,0.59099999999999997,Egg Puff; standardized Tamil Nadu snack estimate per 100 g finished dish.
Chicken Cutlet,"Chicken, potato, onion, bread crumbs, egg, oil, table salt",South India,non_vegetarian,snack,snack,276,12.3,14.8,22.1,0.33800000000000002,per 100 g finished dish,150,414,18.399999999999999,22.2,33.200000000000003,0.50700000000000001,Chicken Cutlet; standardized Tamil Nadu snack estimate per 100 g finished dish.
Fish Cutlet,"Fish, potato, onion, bread crumbs, egg, oil, table salt",South India,non_vegetarian,snack,snack,241,13.8,9.8000000000000007,23.4,0.32900000000000001,per 100 g finished dish,150,361.5,20.7,14.7,35.1,0.49399999999999999,Fish Cutlet; standardized Tamil Nadu snack estimate per 100 g finished dish.
Muttai Bajji,"Egg, bengal gram flour, chilli powder, oil, table salt",South India,non_vegetarian,snack,snack,228,9.1999999999999993,13.4,16.8,0.28699999999999998,per 100 g finished dish,150,342,13.8,20.100000000000001,25.2,0.43,Muttai Bajji; standardized Tamil Nadu snack estimate per 100 g finished dish.
White Rice + Sambar (Dinner),"Rice, raw, milled, red gram, dal, drumstick, tomato, tamarind, mustard seeds, curry leaves, table salt, water",South India,vegetarian,dinner,main,89.8,2.6,0.6,18.2,9.5000000000000001E-2,per 100 g finished dish,300,269.39999999999998,7.8,1.8,54.6,0.28499999999999998,White rice with sambar dinner combo; per 100 g finished dish.
White Rice + Rasam (Dinner),"Rice, raw, milled, tamarind, tomato, garlic, pepper, cumin, curry leaves, table salt, water",South India,vegetarian,dinner,main,74.900000000000006,1.7,0.3,15.9,7.0999999999999994E-2,per 100 g finished dish,300,224.7,5.0999999999999996,0.9,47.7,0.21299999999999999,White rice with rasam dinner combo; per 100 g finished dish.
White Rice + Kootu (Dinner),"Rice, raw, milled, moong dal, vegetables, coconut, cumin, curry leaves, table salt, water",South India,vegetarian,dinner,main,96.8,2.5,1.6,17.7,0.111,per 100 g finished dish,300,290.39999999999998,7.5,4.8,53.1,0.33300000000000002,White rice with kootu dinner combo; per 100 g finished dish.
White Rice + Avial (Dinner),"Rice, raw, milled, mixed vegetables, coconut, curd, cumin, curry leaves, coconut oil, table salt",South India,vegetarian,dinner,main,98.4,2,2.4,16.899999999999999,0.107,per 100 g finished dish,300,295.2,6,7.2,50.7,0.32100000000000001,White rice with avial dinner combo; per 100 g finished dish.
White Rice + Keerai Masiyal (Dinner),"Rice, raw, milled, amaranth leaves, onion, garlic, red chilli, table salt, water",South India,vegetarian,dinner,main,87.5,2.6,0.7,17.3,0.10100000000000001,per 100 g finished dish,300,262.5,7.8,2.1,51.9,0.30299999999999999,White rice with keerai masiyal dinner combo; per 100 g finished dish.
White Rice + Brinjal Kara Kuzhambu (Dinner),"Rice, raw, milled, brinjal, tamarind, sambar powder, sesame oil, mustard seeds, curry leaves, table salt",South India,vegetarian,dinner,main,86.7,2,1,17.100000000000001,9.4E-2,per 100 g finished dish,300,260.10000000000002,6,3,51.3,0.28199999999999997,White rice with brinjal kara kuzhambu dinner combo; per 100 g finished dish.
White Rice + Vegetable Kurma (Dinner),"Rice, raw, milled, mixed vegetables, coconut, poppy seeds, fennel, onion, ginger, garlic, table salt",South India,vegetarian,dinner,main,87.1,2,1.2,16.7,6.5000000000000002E-2,per 100 g finished dish,300,261.3,6,3.6,50.1,0.19500000000000001,White rice with vegetable kurma dinner combo; per 100 g finished dish.
Idiyappam + Vegetable Kurma (Dinner),"Rice flour, mixed vegetables, coconut, fennel, onion, ginger, garlic, table salt",South India,vegetarian,dinner,main,93.1,2.1,1.1000000000000001,18.3,0.26300000000000001,per 100 g finished dish,300,279.3,6.3,3.3,54.9,0.78900000000000003,Idiyappam with vegetable kurma dinner combo; per 100 g finished dish.
Dosa + Sambar (Dinner),"Rice, black gram, red gram, drumstick, tomato, tamarind, table salt, gingelly oil, water",South India,vegetarian,dinner,main,128.80000000000001,4,1.8,23.4,0.27800000000000002,per 100 g finished dish,300,386.4,12,5.4,70.2,0.83399999999999996,Dosa with sambar dinner combo; per 100 g finished dish.
Idiyappam + Egg Curry,"Rice flour, egg, onion, tomato, spices, table salt, oil, water",South India,non_vegetarian,breakfast,main,96,3,1.8,16.600000000000001,0.32,per 100 g finished dish,200,192,6,3.6,33.200000000000003,0.64,Idiyappam with egg curry; per 100 g finished dish.
Idli + Fish Curry,"Rice, black gram, fish, onion, tomato, tamarind, spices, table salt, water",South India,non_vegetarian,breakfast,main,132.19999999999999,6,2.2999999999999998,21.3,0.32900000000000001,per 100 g finished dish,200,264.39999999999998,12,4.5999999999999996,42.6,0.65800000000000003,Idli with fish curry; per 100 g finished dish.
Dosa + Egg Curry,"Rice, black gram, egg, onion, tomato, spices, table salt, oil, water",South India,non_vegetarian,breakfast,main,127,4.3,3,20.100000000000001,0.311,per 100 g finished dish,200,254,8.6,6,40.200000000000003,0.622,Dosa with egg curry; per 100 g finished dish.
Dosa + Chicken Curry,"Rice, black gram, chicken, onion, tomato, spices, table salt, oil, water",South India,non_vegetarian,breakfast,main,173.1,5.8,5,19,0.32200000000000001,per 100 g finished dish,200,346.2,11.6,10,38,0.64400000000000002,Dosa with chicken curry; per 100 g finished dish.
Appam + Chicken Curry,"Rice, coconut milk, chicken, onion, tomato, spices, table salt, oil, water",South India,non_vegetarian,breakfast,main,157.80000000000001,4.5999999999999996,5.9,15.3,0.28499999999999998,per 100 g finished dish,200,315.60000000000002,9.1999999999999993,11.8,30.6,0.56999999999999995,Appam with chicken curry; per 100 g finished dish.
Appam + Egg Curry,"Rice, coconut milk, egg, onion, tomato, spices, table salt, oil, water",South India,non_vegetarian,breakfast,main,113.4,3.3,4.3,15,0.27900000000000003,per 100 g finished dish,200,226.8,6.6,8.6,30,0.55800000000000005,Appam with egg curry; per 100 g finished dish.
Puttu + Egg Curry,"Rice flour, coconut, egg, onion, tomato, spices, table salt, oil, water",South India,non_vegetarian,breakfast,main,123.4,3.2,5,16.100000000000001,0.29899999999999999,per 100 g finished dish,200,246.8,6.4,10,32.200000000000003,0.59799999999999998,Puttu with egg curry; per 100 g finished dish.
White Rice + Fish Curry (Dinner),"Rice, fish, onion, tomato, tamarind, spices, table salt, water",South India,non_vegetarian,dinner,main,106.2,4.8,2.5,15.8,0.14699999999999999,per 100 g finished dish,300,318.60000000000002,14.4,7.5,47.4,0.441,White rice with fish curry dinner combo; per 100 g finished dish.
White Rice + Chicken Curry (Dinner),"Rice, chicken, onion, tomato, spices, table salt, oil, water",South India,non_vegetarian,dinner,main,141.80000000000001,4.5,3.8,15.3,0.153,per 100 g finished dish,300,425.4,13.5,11.4,45.9,0.45900000000000002,White rice with chicken curry dinner combo; per 100 g finished dish.
White Rice + Egg Curry (Dinner),"Rice, egg, onion, tomato, spices, table salt, oil, water",South India,non_vegetarian,dinner,main,91.1,3,2,14.9,0.14699999999999999,per 100 g finished dish,300,273.3,9,6,44.7,0.441,White rice with egg curry dinner combo; per 100 g finished dish.
Egg Parotta,"Maida, egg, onion, oil, table salt",South India,non_vegetarian,breakfast,main,278,8.4,11.8,33.9,0.36099999999999999,per 100 g finished dish,200,556,16.8,23.6,67.8,0.72199999999999998,Egg Parotta; standardized Tamil Nadu breakfast estimate per 100 g finished dish.
Chicken Kothu Parotta,"Maida parotta, chicken, egg, onion, tomato, curry leaves, oil, table salt",South India,non_vegetarian,breakfast,main,246,10.9,9.6999999999999993,28.4,0.39800000000000002,per 100 g finished dish,200,492,21.8,19.399999999999999,56.8,0.79600000000000004,Chicken Kothu Parotta; standardized Tamil Nadu breakfast estimate per 100 g finished dish.
Kari Dosa,"Rice, black gram, mutton mince, onion, chilli, table salt, gingelly oil",South India,non_vegetarian,breakfast,main,221,11.6,8.4,24.2,0.34399999999999997,per 100 g finished dish,200,442,23.2,16.8,48.4,0.68799999999999994,Kari Dosa; standardized Tamil Nadu breakfast estimate per 100 g finished dish.
Kalakki + Parotta,"Maida parotta, egg, onion, pepper, oil, table salt",South India,non_vegetarian,breakfast,main,269,8.9,12.5,31,0.372,per 100 g finished dish,200,538,17.8,25,62,0.74399999999999999,Kalakki + Parotta; standardized Tamil Nadu breakfast estimate per 100 g finished dish.
